disponibilidade_id,colaborador_id,data,turno_id,disponivel,tipo_disponibilidade,horas_disponiveis,motivo_indisponibilidade,tipo_indisponibilidade,comunicado_em,horas_antecedencia,ativo
D7993,C009,2025-08-19,T3,1,Total,9,,,,,1
D7994,C009,2025-08-20,T1,1,Total,7,,,,,1
D7995,C009,2025-08-20,T2,1,Total,8,,,,,1
D7996,C009,2025-08-20,T3,1,Total,9,,,,,1
D7997,C009,2025-08-21,T1,1,Total,7,,,,,1
D7998,C009,2025-08-21,T2,0,Indisponível,0,folga,planeada,2025-08-19 03:42,58.3,1
D7999,C009,2025-08-21,T3,0,Indisponível,0,nao_autorizado_fds,planeada,2025-07-26 18:24,627.6,1
D8000,C009,2025-08-22,T1,1,Total,7,,,,,1
D8001,C009,2025-08-22,T2,1,Parcial,4,consulta_medica,planeada,2025-08-19 08:12,77.8,1
D8002,C009,2025-08-22,T3,1,Total,9,,,,,1
D8003,C009,2025-08-23,T1,1,Total,7,,,,,1
D8004,C009,2025-08-23,T2,1,Parcial,4,formação,planeada,2025-08-15 05:00,201.0,1
D8005,C009,2025-08-23,T3,1,Total,9,,,,,1
D8006,C009,2025-08-24,T1,1,Total,7,,,,,1
D8007,C009,2025-08-24,T2,1,Total,8,,,,,1
D8008,C009,2025-08-24,T3,1,Parcial,4,consulta_medica,planeada,2025-08-12 06:06,303.9,1
D8009,C009,2025-08-25,T1,1,Total,7,,,,,1
D8010,C009,2025-08-25,T2,1,Parcial,4,preferencia_pessoal,planeada,2025-08-22 22:42,63.3,1
D8011,C009,2025-08-25,T3,1,Total,9,,,,,1
D8012,C009,2025-08-26,T1,1,Total,7,,,,,1
D8013,C009,2025-08-26,T2,1,Total,8,,,,,1
D8014,C009,2025-08-26,T3,1,Total,9,,,,,1
D8015,C009,2025-08-27,T1,1,Total,7,,,,,1
D8016,C009,2025-08-27,T2,1,Parcial,4,consulta_medica,planeada,2025-08-14 19:24,306.6,1
D8017,C009,2025-08-27,T3,1,Total,9,,,,,1
D8018,C009,2025-08-28,T1,1,Total,7,,,,,1
D8019,C009,2025-08-28,T2,1,Total,8,,,,,1
D8020,C009,2025-08-28,T3,1,Total,9,,,,,1
D8021,C009,2025-08-29,T1,1,Total,7,,,,,1
D8022,C009,2025-08-29,T2,0,Indisponível,0,formação,planeada,2025-08-04 22:54,591.1,1
D8023,C009,2025-08-29,T3,1,Total,9,,,,,1
D8024,C009,2025-08-30,T1,1,Total,7,,,,,1
D8025,C009,2025-08-30,T2,1,Total,8,,,,,1
D8026,C009,2025-08-30,T3,1,Total,9,,,,,1
D8027,C009,2025-08-31,T1,1,Total,7,,,,,1
D8028,C009,2025-08-31,T2,1,Total,8,,,,,1
D8029,C009,2025-08-31,T3,1,Total,9,,,,,1
D8030,C009,2025-09-01,T1,1,Total,7,,,,,1
D8031,C009,2025-09-01,T2,1,Total,8,,,,,1
D8032,C009,2025-09-01,T3,1,Total,9,,,,,1
D8033,C009,2025-09-02,T1,1,Parcial,4,preferencia_pessoal,planeada,2025-08-24 08:48,214.2,1
D8034,C009,2025-09-02,T2,1,Total,8,,,,,1
D8035,C009,2025-09-02,T3,1,Total,9,,,,,1
D8036,C009,2025-09-03,T1,1,Total,7,,,,,1
D8037,C009,2025-09-03,T2,1,Total,8,,,,,1
D8038,C009,2025-09-03,T3,1,Total,9,,,,,1
D8039,C009,2025-09-04,T1,1,Total,7,,,,,1
D8040,C009,2025-09-04,T2,1,Total,8,,,,,1
D8041,C009,2025-09-04,T3,1,Total,9,,,,,1
D8042,C009,2025-09-05,T1,1,Total,7,,,,,1
D8043,C009,2025-09-05,T2,1,Parcial,4,preferencia_pessoal,planeada,2025-09-04 20:48,17.2,1
D8044,C009,2025-09-05,T3,1,Total,9,,,,,1
D8045,C009,2025-09-06,T1,1,Total,7,,,,,1
D8046,C009,2025-09-06,T2,1,Total,8,,,,,1
D8047,C009,2025-09-06,T3,1,Total,9,,,,,1
D8048,C009,2025-09-07,T1,1,Total,7,,,,,1
D8049,C009,2025-09-07,T2,1,Total,8,,,,,1
D8050,C009,2025-09-07,T3,1,Total,9,,,,,1
D8051,C009,2025-09-08,T1,1,Total,7,,,,,1
D8052,C009,2025-09-08,T2,1,Total,8,,,,,1
D8053,C009,2025-09-08,T3,1,Parcial,4,formação,planeada,2025-08-29 23:00,239.0,1
D8054,C009,2025-09-09,T1,1,Total,7,,,,,1
D8055,C009,2025-09-09,T2,1,Total,8,,,,,1
D8056,C009,2025-09-09,T3,0,Indisponível,0,consulta_medica,planeada,2025-08-26 21:42,336.3,1
D8057,C009,2025-09-10,T1,1,Parcial,4,preferencia_pessoal,planeada,2025-09-08 00:42,54.3,1
D8058,C009,2025-09-10,T2,0,Indisponível,0,baixa,planeada,2025-09-04 04:42,153.3,1
D8059,C009,2025-09-10,T3,1,Total,9,,,,,1
D8060,C009,2025-09-11,T1,1,Total,7,,,,,1
D8061,C009,2025-09-11,T2,1,Total,8,,,,,1
D8062,C009,2025-09-11,T3,1,Total,9,,,,,1
D8063,C009,2025-09-12,T1,1,Total,7,,,,,1
D8064,C009,2025-09-12,T2,1,Total,8,,,,,1
D8065,C009,2025-09-12,T3,1,Total,9,,,,,1
D8066,C009,2025-09-13,T1,1,Total,7,,,,,1
D8067,C009,2025-09-13,T2,1,Total,8,,,,,1
D8068,C009,2025-09-13,T3,1,Total,9,,,,,1
D8069,C009,2025-09-14,T1,1,Total,7,,,,,1
D8070,C009,2025-09-14,T2,1,Total,8,,,,,1
D8071,C009,2025-09-14,T3,1,Total,9,,,,,1
D8072,C009,2025-09-15,T1,1,Total,7,,,,,1
D8073,C009,2025-09-15,T2,1,Total,8,,,,,1
D8074,C009,2025-09-15,T3,1,Parcial,4,consulta_medica,planeada,2025-09-03 00:18,309.7,1
D8075,C009,2025-09-16,T1,1,Total,7,,,,,1
D8076,C009,2025-09-16,T2,1,Total,8,,,,,1
D8077,C009,2025-09-16,T3,1,Total,9,,,,,1
D8078,C009,2025-09-17,T1,1,Total,7,,,,,1
D8079,C009,2025-09-17,T2,0,Indisponível,0,folga,planeada,2025-08-25 14:30,551.5,1
D8080,C009,2025-09-17,T3,1,Total,9,,,,,1
D8081,C009,2025-09-18,T1,1,Total,7,,,,,1
D8082,C009,2025-09-18,T2,1,Parcial,4,consulta_medica,planeada,2025-09-07 13:36,264.4,1
D8083,C009,2025-09-18,T3,0,Indisponível,0,folga,planeada,2025-08-25 14:42,583.3,1
D8084,C009,2025-09-19,T1,1,Total,7,,,,,1
D8085,C009,2025-09-19,T2,1,Total,8,,,,,1
D8086,C009,2025-09-19,T3,1,Total,9,,,,,1
D8087,C009,2025-09-20,T1,1,Total,7,,,,,1
D8088,C009,2025-09-20,T2,1,Total,8,,,,,1
D8089,C009,2025-09-20,T3,1,Total,9,,,,,1
D8090,C009,2025-09-21,T1,1,Total,7,,,,,1
D8091,C009,2025-09-21,T2,1,Total,8,,,,,1
D8092,C009,2025-09-21,T3,1,Parcial,4,consulta_medica,planeada,2025-09-20 15:48,30.2,1
D8093,C009,2025-09-22,T1,1,Total,7,,,,,1
D8094,C009,2025-09-22,T2,1,Total,8,,,,,1
D8095,C009,2025-09-22,T3,1,Parcial,4,consulta_medica,planeada,2025-09-12 17:18,244.7,1
D8096,C009,2025-09-23,T1,0,Indisponível,0,baixa,inesperada,2025-09-23 05:54,1.1,1
D8097,C009,2025-09-23,T2,1,Total,8,,,,,1
D8098,C009,2025-09-23,T3,1,Total,9,,,,,1
D8099,C009,2025-09-24,T1,1,Total,7,,,,,1
D8100,C009,2025-09-24,T2,1,Total,8,,,,,1
D8101,C009,2025-09-24,T3,1,Total,9,,,,,1
D8102,C009,2025-09-25,T1,1,Total,7,,,,,1
D8103,C009,2025-09-25,T2,1,Total,8,,,,,1
D8104,C009,2025-09-25,T3,1,Total,9,,,,,1
D8105,C009,2025-09-26,T1,1,Total,7,,,,,1
D8106,C009,2025-09-26,T2,1,Total,8,,,,,1
D8107,C009,2025-09-26,T3,1,Parcial,4,consulta_medica,planeada,2025-09-19 13:30,176.5,1
D8108,C009,2025-09-27,T1,1,Total,7,,,,,1
D8109,C009,2025-09-27,T2,1,Total,8,,,,,1
D8110,C009,2025-09-27,T3,1,Total,9,,,,,1
D8111,C009,2025-09-28,T1,1,Total,7,,,,,1
D8112,C009,2025-09-28,T2,1,Total,8,,,,,1
D8113,C009,2025-09-28,T3,1,Total,9,,,,,1
D8114,C009,2025-09-29,T1,1,Total,7,,,,,1
D8115,C009,2025-09-29,T2,1,Parcial,4,consulta_medica,planeada,2025-09-17 15:00,287.0,1
D8116,C009,2025-09-29,T3,1,Total,9,,,,,1
D8117,C009,2025-09-30,T1,1,Total,7,,,,,1
D8118,C009,2025-09-30,T2,1,Total,8,,,,,1
D8119,C009,2025-09-30,T3,1,Total,9,,,,,1
D8120,C009,2025-10-01,T1,1,Total,7,,,,,1
D8121,C009,2025-10-01,T2,1,Total,8,,,,,1
D8122,C009,2025-10-01,T3,1,Total,9,,,,,1
D8123,C009,2025-10-02,T1,1,Total,7,,,,,1
D8124,C009,2025-10-02,T2,1,Total,8,,,,,1
D8125,C009,2025-10-02,T3,1,Total,9,,,,,1
D8126,C009,2025-10-03,T1,1,Total,7,,,,,1
D8127,C009,2025-10-03,T2,1,Total,8,,,,,1
D8128,C009,2025-10-03,T3,1,Total,9,,,,,1
D8129,C009,2025-10-04,T1,1,Total,7,,,,,1
D8130,C009,2025-10-04,T2,1,Parcial,4,preferencia_pessoal,planeada,2025-09-27 10:00,172.0,1
D8131,C009,2025-10-04,T3,1,Parcial,4,preferencia_pessoal,planeada,2025-10-03 08:06,37.9,1
D8132,C009,2025-10-05,T1,1,Total,7,,,,,1
D8133,C009,2025-10-05,T2,1,Total,8,,,,,1
D8134,C009,2025-10-05,T3,1,Total,9,,,,,1
D8135,C009,2025-10-06,T1,1,Total,7,,,,,1
D8136,C009,2025-10-06,T2,1,Total,8,,,,,1
D8137,C009,2025-10-06,T3,1,Total,9,,,,,1
D8138,C009,2025-10-07,T1,1,Total,7,,,,,1
D8139,C009,2025-10-07,T2,1,Total,8,,,,,1
D8140,C009,2025-10-07,T3,1,Total,9,,,,,1
D8141,C009,2025-10-08,T1,1,Total,7,,,,,1
D8142,C009,2025-10-08,T2,1,Total,8,,,,,1
D8143,C009,2025-10-08,T3,1,Total,9,,,,,1
D8144,C009,2025-10-09,T1,1,Total,7,,,,,1
D8145,C009,2025-10-09,T2,1,Total,8,,,,,1
D8146,C009,2025-10-09,T3,1,Total,9,,,,,1
D8147,C009,2025-10-10,T1,1,Total,7,,,,,1
D8148,C009,2025-10-10,T2,1,Total,8,,,,,1
D8149,C009,2025-10-10,T3,1,Total,9,,,,,1
D8150,C009,2025-10-11,T1,1,Total,7,,,,,1
D8151,C009,2025-10-11,T2,1,Total,8,,,,,1
D8152,C009,2025-10-11,T3,1,Total,9,,,,,1
D8153,C009,2025-10-12,T1,1,Total,7,,,,,1
D8154,C009,2025-10-12,T2,1,Total,8,,,,,1
D8155,C009,2025-10-12,T3,1,Total,9,,,,,1
D8156,C009,2025-10-13,T1,1,Total,7,,,,,1
D8157,C009,2025-10-13,T2,1,Total,8,,,,,1
D8158,C009,2025-10-13,T3,1,Total,9,,,,,1
D8159,C009,2025-10-14,T1,1,Total,7,,,,,1
D8160,C009,2025-10-14,T2,1,Total,8,,,,,1
D8161,C009,2025-10-14,T3,1,Total,9,,,,,1
D8162,C009,2025-10-15,T1,1,Total,7,,,,,1
D8163,C009,2025-10-15,T2,1,Total,8,,,,,1
D8164,C009,2025-10-15,T3,1,Total,9,,,,,1
D8165,C009,2025-10-16,T1,1,Total,7,,,,,1
D8166,C009,2025-10-16,T2,1,Total,8,,,,,1
D8167,C009,2025-10-16,T3,1,Total,9,,,,,1
D8168,C009,2025-10-17,T1,1,Total,7,,,,,1
D8169,C009,2025-10-17,T2,1,Total,8,,,,,1
D8170,C009,2025-10-17,T3,1,Total,9,,,,,1
D8171,C009,2025-10-18,T1,1,Total,7,,,,,1
D8172,C009,2025-10-18,T2,1,Total,8,,,,,1
D8173,C009,2025-10-18,T3,1,Total,9,,,,,1
D8174,C009,2025-10-19,T1,1,Total,7,,,,,1
D8175,C009,2025-10-19,T2,1,Total,8,,,,,1
D8176,C009,2025-10-19,T3,1,Total,9,,,,,1
D8177,C009,2025-10-20,T1,1,Total,7,,,,,1
D8178,C009,2025-10-20,T2,0,Indisponível,0,baixa,inesperada,2025-10-20 11:12,2.8,1
D8179,C009,2025-10-20,T3,1,Total,9,,,,,1
D8180,C009,2025-10-21,T1,1,Total,7,,,,,1
D8181,C009,2025-10-21,T2,1,Total,8,,,,,1
D8182,C009,2025-10-21,T3,1,Total,9,,,,,1
D8183,C009,2025-10-22,T1,1,Total,7,,,,,1
D8184,C009,2025-10-22,T2,1,Total,8,,,,,1
D8185,C009,2025-10-22,T3,1,Total,9,,,,,1
D8186,C009,2025-10-23,T1,1,Total,7,,,,,1
D8187,C009,2025-10-23,T2,1,Total,8,,,,,1
D8188,C009,2025-10-23,T3,1,Total,9,,,,,1
D8189,C009,2025-10-24,T1,1,Total,7,,,,,1
D8190,C009,2025-10-24,T2,1,Total,8,,,,,1
D8191,C009,2025-10-24,T3,1,Parcial,4,preferencia_pessoal,planeada,2025-10-14 21:12,240.8,1
D8192,C009,2025-10-25,T1,1,Total,7,,,,,1
D8193,C009,2025-10-25,T2,1,Total,8,,,,,1
D8194,C009,2025-10-25,T3,1,Total,9,,,,,1
D8195,C009,2025-10-26,T1,1,Total,7,,,,,1
D8196,C009,2025-10-26,T2,1,Total,8,,,,,1
D8197,C009,2025-10-26,T3,0,Indisponível,0,férias,planeada,2025-10-21 17:42,124.3,1
D8198,C009,2025-10-27,T1,1,Total,7,,,,,1
D8199,C009,2025-10-27,T2,1,Total,8,,,,,1
D8200,C009,2025-10-27,T3,1,Total,9,,,,,1
D8201,C009,2025-10-28,T1,1,Parcial,4,formação,planeada,2025-10-20 15:24,183.6,1
D8202,C009,2025-10-28,T2,1,Total,8,,,,,1
D8203,C009,2025-10-28,T3,1,Total,9,,,,,1
D8204,C009,2025-10-29,T1,1,Total,7,,,,,1
D8205,C009,2025-10-29,T2,1,Total,8,,,,,1
D8206,C009,2025-10-29,T3,1,Total,9,,,,,1
D8207,C009,2025-10-30,T1,1,Parcial,4,consulta_medica,planeada,2025-10-24 19:06,131.9,1
D8208,C009,2025-10-30,T2,1,Total,8,,,,,1
D8209,C009,2025-10-30,T3,1,Total,9,,,,,1
D8210,C009,2025-10-31,T1,1,Total,7,,,,,1
D8211,C009,2025-10-31,T2,1,Total,8,,,,,1
D8212,C009,2025-10-31,T3,1,Total,9,,,,,1
D8213,C009,2025-11-01,T1,1,Total,7,,,,,1
D8214,C009,2025-11-01,T2,1,Total,8,,,,,1
D8215,C009,2025-11-01,T3,1,Total,9,,,,,1
D8216,C009,2025-11-02,T1,1,Total,7,,,,,1
D8217,C009,2025-11-02,T2,1,Total,8,,,,,1
D8218,C009,2025-11-02,T3,1,Total,9,,,,,1
D8219,C009,2025-11-03,T1,1,Total,7,,,,,1
D8220,C009,2025-11-03,T2,1,Parcial,4,preferencia_pessoal,planeada,2025-10-23 12:48,265.2,1
D8221,C009,2025-11-03,T3,1,Total,9,,,,,1
D8222,C009,2025-11-04,T1,1,Total,7,,,,,1
D8223,C009,2025-11-04,T2,1,Total,8,,,,,1
D8224,C009,2025-11-04,T3,1,Total,9,,,,,1
D8225,C009,2025-11-05,T1,1,Total,7,,,,,1
D8226,C009,2025-11-05,T2,1,Total,8,,,,,1
D8227,C009,2025-11-05,T3,1,Total,9,,,,,1
D8228,C009,2025-11-06,T1,0,Indisponível,0,baixa,inesperada,2025-11-05 21:54,9.1,1
D8229,C009,2025-11-06,T2,1,Parcial,4,preferencia_pessoal,planeada,2025-10-30 20:06,161.9,1
D8230,C009,2025-11-06,T3,1,Total,9,,,,,1
D8231,C009,2025-11-07,T1,1,Total,7,,,,,1
D8232,C009,2025-11-07,T2,1,Total,8,,,,,1
D8233,C009,2025-11-07,T3,1,Total,9,,,,,1
D8234,C009,2025-11-08,T1,1,Total,7,,,,,1
D8235,C009,2025-11-08,T2,1,Total,8,,,,,1
D8236,C009,2025-11-08,T3,1,Total,9,,,,,1
D8237,C009,2025-11-09,T1,1,Parcial,4,consulta_medica,planeada,2025-11-05 18:36,84.4,1
D8238,C009,2025-11-09,T2,1,Total,8,,,,,1
D8239,C009,2025-11-09,T3,1,Total,9,,,,,1
D8240,C009,2025-11-10,T1,1,Total,7,,,,,1
D8241,C009,2025-11-10,T2,1,Total,8,,,,,1
D8242,C009,2025-11-10,T3,1,Total,9,,,,,1
D8243,C009,2025-11-11,T1,1,Total,7,,,,,1
D8244,C009,2025-11-11,T2,1,Total,8,,,,,1
D8245,C009,2025-11-11,T3,1,Total,9,,,,,1
D8246,C009,2025-11-12,T1,1,Total,7,,,,,1
D8247,C009,2025-11-12,T2,1,Total,8,,,,,1
D8248,C009,2025-11-12,T3,1,Total,9,,,,,1
D8249,C009,2025-11-13,T1,1,Total,7,,,,,1
D8250,C009,2025-11-13,T2,1,Total,8,,,,,1
D8251,C009,2025-11-13,T3,1,Parcial,4,consulta_medica,planeada,2025-11-03 11:42,250.3,1
D8252,C009,2025-11-14,T1,1,Total,7,,,,,1
D8253,C009,2025-11-14,T2,1,Total,8,,,,,1
D8254,C009,2025-11-14,T3,1,Total,9,,,,,1
D8255,C009,2025-11-15,T1,1,Total,7,,,,,1
D8256,C009,2025-11-15,T2,1,Total,8,,,,,1
D8257,C009,2025-11-15,T3,1,Total,9,,,,,1
D8258,C009,2025-11-16,T1,1,Total,7,,,,,1
D8259,C009,2025-11-16,T2,1,Total,8,,,,,1
D8260,C009,2025-11-16,T3,1,Total,9,,,,,1
D8261,C009,2025-11-17,T1,0,Indisponível,0,formação,planeada,2025-11-04 08:36,310.4,1
D8262,C009,2025-11-17,T2,1,Total,8,,,,,1
D8263,C009,2025-11-17,T3,1,Total,9,,,,,1
D8264,C009,2025-11-18,T1,1,Total,7,,,,,1
D8265,C009,2025-11-18,T2,1,Total,8,,,,,1
D8266,C009,2025-11-18,T3,1,Total,9,,,,,1
D8267,C009,2025-11-19,T1,1,Total,7,,,,,1
D8268,C009,2025-11-19,T2,1,Total,8,,,,,1
D8269,C009,2025-11-19,T3,1,Total,9,,,,,1
D8270,C009,2025-11-20,T1,1,Total,7,,,,,1
D8271,C009,2025-11-20,T2,1,Total,8,,,,,1
D8272,C009,2025-11-20,T3,1,Total,9,,,,,1
D8273,C009,2025-11-21,T1,1,Total,7,,,,,1
D8274,C009,2025-11-21,T2,1,Total,8,,,,,1
D8275,C009,2025-11-21,T3,1,Total,9,,,,,1
D8276,C009,2025-11-22,T1,1,Total,7,,,,,1
D8277,C009,2025-11-22,T2,0,Indisponível,0,folga,planeada,2025-11-12 10:48,243.2,1
D8278,C009,2025-11-22,T3,1,Total,9,,,,,1
D8279,C009,2025-11-23,T1,1,Total,7,,,,,1
D8280,C009,2025-11-23,T2,1,Total,8,,,,,1
D8281,C009,2025-11-23,T3,1,Total,9,,,,,1
D8282,C009,2025-11-24,T1,0,Indisponível,0,férias,planeada,2025-11-14 05:42,241.3,1
D8283,C009,2025-11-24,T2,1,Total,8,,,,,1
D8284,C009,2025-11-24,T3,1,Total,9,,,,,1
D8285,C009,2025-11-25,T1,1,Total,7,,,,,1
D8286,C009,2025-11-25,T2,1,Total,8,,,,,1
D8287,C009,2025-11-25,T3,1,Total,9,,,,,1
D8288,C009,2025-11-26,T1,1,Total,7,,,,,1
D8289,C009,2025-11-26,T2,0,Indisponível,0,baixa,planeada,2025-11-05 00:42,517.3,1
D8290,C009,2025-11-26,T3,1,Total,9,,,,,1
D8291,C009,2025-11-27,T1,1,Total,7,,,,,1
D8292,C009,2025-11-27,T2,1,Total,8,,,,,1
D8293,C009,2025-11-27,T3,1,Parcial,4,consulta_medica,planeada,2025-11-14 17:24,316.6,1
D8294,C009,2025-11-28,T1,1,Parcial,4,formação,planeada,2025-11-14 16:00,327.0,1
D8295,C009,2025-11-28,T2,1,Parcial,4,formação,planeada,2025-11-17 22:42,255.3,1
D8296,C009,2025-11-28,T3,1,Total,9,,,,,1
D8297,C009,2025-11-29,T1,1,Parcial,4,formação,planeada,2025-11-20 03:06,219.9,1
D8298,C009,2025-11-29,T2,1,Total,8,,,,,1
D8299,C009,2025-11-29,T3,1,Total,9,,,,,1
D8300,C009,2025-11-30,T1,1,Parcial,4,consulta_medica,planeada,2025-11-23 17:42,157.3,1
D8301,C009,2025-11-30,T2,1,Total,8,,,,,1
D8302,C009,2025-11-30,T3,1,Total,9,,,,,1
D8303,C009,2025-12-01,T1,1,Total,7,,,,,1
D8304,C009,2025-12-01,T2,1,Parcial,4,preferencia_pessoal,planeada,2025-11-30 09:00,29.0,1
D8305,C009,2025-12-01,T3,1,Total,9,,,,,1
D8306,C009,2025-12-02,T1,0,Indisponível,0,folga,planeada,2025-11-24 22:18,176.7,1
D8307,C009,2025-12-02,T2,1,Total,8,,,,,1
D8308,C009,2025-12-02,T3,1,Total,9,,,,,1
D8309,C009,2025-12-03,T1,1,Total,7,,,,,1
D8310,C009,2025-12-03,T2,1,Total,8,,,,,1
D8311,C009,2025-12-03,T3,1,Total,9,,,,,1
D8312,C009,2025-12-04,T1,1,Total,7,,,,,1
D8313,C009,2025-12-04,T2,0,Indisponível,0,consulta_medica,planeada,2025-11-14 07:54,486.1,1
D8314,C009,2025-12-04,T3,1,Total,9,,,,,1
D8315,C009,2025-12-05,T1,1,Total,7,,,,,1
D8316,C009,2025-12-05,T2,0,Indisponível,0,baixa,inesperada,2025-12-05 06:54,7.1,1
D8317,C009,2025-12-05,T3,1,Total,9,,,,,1
D8318,C009,2025-12-06,T1,1,Total,7,,,,,1
D8319,C009,2025-12-06,T2,1,Total,8,,,,,1
D8320,C009,2025-12-06,T3,1,Total,9,,,,,1
D8321,C009,2025-12-07,T1,1,Total,7,,,,,1
D8322,C009,2025-12-07,T2,1,Total,8,,,,,1
D8323,C009,2025-12-07,T3,1,Total,9,,,,,1
D8324,C009,2025-12-08,T1,1,Total,7,,,,,1
D8325,C009,2025-12-08,T2,1,Total,8,,,,,1
D8326,C009,2025-12-08,T3,1,Total,9,,,,,1
D8327,C009,2025-12-09,T1,1,Total,7,,,,,1
D8328,C009,2025-12-09,T2,1,Total,8,,,,,1
D8329,C009,2025-12-09,T3,1,Total,9,,,,,1
D8330,C009,2025-12-10,T1,1,Total,7,,,,,1
D8331,C009,2025-12-10,T2,1,Total,8,,,,,1
D8332,C009,2025-12-10,T3,1,Total,9,,,,,1
D8333,C009,2025-12-11,T1,1,Total,7,,,,,1
D8334,C009,2025-12-11,T2,1,Total,8,,,,,1
D8335,C009,2025-12-11,T3,1,Parcial,4,formação,planeada,2025-12-05 07:42,158.3,1
D8336,C009,2025-12-12,T1,1,Total,7,,,,,1
D8337,C009,2025-12-12,T2,1,Total,8,,,,,1
D8338,C009,2025-12-12,T3,1,Total,9,,,,,1
D8339,C009,2025-12-13,T1,1,Total,7,,,,,1
D8340,C009,2025-12-13,T2,1,Total,8,,,,,1
D8341,C009,2025-12-13,T3,0,Indisponível,0,restrição_noite,planeada,2025-11-21 12:06,537.9,1
D8342,C009,2025-12-14,T1,1,Total,7,,,,,1
D8343,C009,2025-12-14,T2,1,Total,8,,,,,1
D8344,C009,2025-12-14,T3,1,Total,9,,,,,1
D8345,C009,2025-12-15,T1,1,Total,7,,,,,1
D8346,C009,2025-12-15,T2,1,Total,8,,,,,1
D8347,C009,2025-12-15,T3,1,Total,9,,,,,1
D8348,C009,2025-12-16,T1,1,Total,7,,,,,1
D8349,C009,2025-12-16,T2,1,Total,8,,,,,1
D8350,C009,2025-12-16,T3,1,Total,9,,,,,1
D8351,C009,2025-12-17,T1,1,Parcial,4,formação,planeada,2025-12-09 03:18,195.7,1
D8352,C009,2025-12-17,T2,1,Total,8,,,,,1
D8353,C009,2025-12-17,T3,0,Indisponível,0,folga,planeada,2025-11-22 22:42,599.3,1
D8354,C009,2025-12-18,T1,1,Total,7,,,,,1
D8355,C009,2025-12-18,T2,1,Total,8,,,,,1
D8356,C009,2025-12-18,T3,1,Total,9,,,,,1
D8357,C009,2025-12-19,T1,1,Total,7,,,,,1
D8358,C009,2025-12-19,T2,1,Total,8,,,,,1
D8359,C009,2025-12-19,T3,1,Total,9,,,,,1
D8360,C009,2025-12-20,T1,1,Total,7,,,,,1
D8361,C009,2025-12-20,T2,1,Total,8,,,,,1
D8362,C009,2025-12-20,T3,1,Total,9,,,,,1
D8363,C009,2025-12-21,T1,1,Total,7,,,,,1
D8364,C009,2025-12-21,T2,1,Total,8,,,,,1
D8365,C009,2025-12-21,T3,1,Total,9,,,,,1
D8366,C009,2025-12-22,T1,1,Total,7,,,,,1
D8367,C009,2025-12-22,T2,1,Total,8,,,,,1
D8368,C009,2025-12-22,T3,1,Total,9,,,,,1
D8369,C009,2025-12-23,T1,1,Total,7,,,,,1
D8370,C009,2025-12-23,T2,1,Total,8,,,,,1
D8371,C009,2025-12-23,T3,1,Total,9,,,,,1
D8372,C009,2025-12-24,T1,1,Total,7,,,,,1
D8373,C009,2025-12-24,T2,1,Total,8,,,,,1
D8374,C009,2025-12-24,T3,1,Total,9,,,,,1
D8375,C009,2025-12-25,T1,1,Total,7,,,,,1
D8376,C009,2025-12-25,T2,1,Total,8,,,,,1
D8377,C009,2025-12-25,T3,1,Total,9,,,,,1
D8378,C009,2025-12-26,T1,1,Total,7,,,,,1
D8379,C009,2025-12-26,T2,1,Parcial,4,formação,planeada,2025-12-17 08:48,221.2,1
D8380,C009,2025-12-26,T3,1,Total,9,,,,,1
D8381,C009,2025-12-27,T1,1,Total,7,,,,,1
D8382,C009,2025-12-27,T2,1,Total,8,,,,,1
D8383,C009,2025-12-27,T3,1,Total,9,,,,,1
D8384,C009,2025-12-28,T1,1,Total,7,,,,,1
D8385,C009,2025-12-28,T2,0,Indisponível,0,folga,planeada,2025-12-23 21:36,112.4,1
D8386,C009,2025-12-28,T3,1,Total,9,,,,,1
D8387,C009,2025-12-29,T1,1,Total,7,,,,,1
D8388,C009,2025-12-29,T2,1,Total,8,,,,,1
D8389,C009,2025-12-29,T3,1,Total,9,,,,,1
D8390,C009,2025-12-30,T1,1,Parcial,4,formação,planeada,2025-12-17 21:48,297.2,1
D8391,C009,2025-12-30,T2,1,Total,8,,,,,1
D8392,C009,2025-12-30,T3,1,Parcial,4,preferencia_pessoal,planeada,2025-12-24 06:30,159.5,1
D8393,C009,2025-12-31,T1,1,Total,7,,,,,1
D8394,C009,2025-12-31,T2,1,Total,8,,,,,1
D8395,C009,2025-12-31,T3,0,Indisponível,0,baixa,inesperada,2025-12-31 13:36,8.4,1
D8396,C010,2025-01-01,T1,1,Total,7,,,,,1
D8397,C010,2025-01-01,T2,1,Total,8,,,,,1
D8398,C010,2025-01-01,T3,0,Indisponível,0,férias,planeada,2024-12-18 16:18,341.7,1
D8399,C010,2025-01-02,T1,1,Total,7,,,,,1
D8400,C010,2025-01-02,T2,0,Indisponível,0,nao_autorizado_fds,planeada,2024-12-13 17:06,476.9,1
D8401,C010,2025-01-02,T3,1,Total,9,,,,,1
D8402,C010,2025-01-03,T1,1,Total,7,,,,,1
D8403,C010,2025-01-03,T2,1,Total,8,,,,,1
D8404,C010,2025-01-03,T3,1,Total,9,,,,,1
D8405,C010,2025-01-04,T1,1,Total,7,,,,,1
D8406,C010,2025-01-04,T2,1,Total,8,,,,,1
D8407,C010,2025-01-04,T3,1,Total,9,,,,,1
D8408,C010,2025-01-05,T1,1,Total,7,,,,,1
D8409,C010,2025-01-05,T2,1,Total,8,,,,,1
