data,dia_semana,departamento,funcao,turno_id,colaboradores_minimos,colaboradores_ideais,origem_necessidade
2025-06-29,Domingo,Housekeeping,Empregada de andares,T2,3,3,histórico
2025-06-29,Domingo,Housekeeping,Supervisora,T2,1,2,histórico
2025-06-29,Domingo,Housekeeping,Auxiliar de limpeza,T2,1,1,histórico
2025-06-29,Domingo,Housekeeping,Empregada de andares,T3,1,1,histórico
2025-06-29,Domingo,Housekeeping,Supervisora,T3,1,1,histórico
2025-06-29,Domingo,Housekeeping,Auxiliar de limpeza,T3,1,1,histórico
2025-06-30,Segunda,Housekeeping,Empregada de andares,T1,3,4,histórico
2025-06-30,Segunda,Housekeeping,Supervisora,T1,1,2,histórico
2025-06-30,Segunda,Housekeeping,Auxiliar de limpeza,T1,1,1,histórico
2025-06-30,Segunda,Housekeeping,Empregada de andares,T2,2,3,histórico
2025-06-30,Segunda,Housekeeping,Supervisora,T2,1,1,histórico
2025-06-30,Segunda,Housekeeping,Auxiliar de limpeza,T2,1,1,histórico
2025-06-30,Segunda,Housekeeping,Empregada de andares,T3,2,2,manual
2025-06-30,Segunda,Housekeeping,Supervisora,T3,1,1,manual
2025-06-30,Segunda,Housekeeping,Auxiliar de limpeza,T3,1,1,manual
2025-07-01,Terça,Housekeeping,Empregada de andares,T1,5,5,previsão
2025-07-01,Terça,Housekeeping,Supervisora,T1,2,2,previsão
2025-07-01,Terça,Housekeeping,Auxiliar de limpeza,T1,1,1,previsão
2025-07-01,Terça,Housekeeping,Empregada de andares,T2,3,3,histórico
2025-07-01,Terça,Housekeeping,Supervisora,T2,1,2,histórico
2025-07-01,Terça,Housekeeping,Auxiliar de limpeza,T2,1,1,histórico
2025-07-01,Terça,Housekeeping,Empregada de andares,T3,1,1,histórico
2025-07-01,Terça,Housekeeping,Supervisora,T3,1,1,histórico
2025-07-01,Terça,Housekeeping,Auxiliar de limpeza,T3,1,1,histórico
2025-07-02,Quarta,Housekeeping,Empregada de andares,T1,5,5,manual
2025-07-02,Quarta,Housekeeping,Supervisora,T1,2,2,manual
2025-07-02,Quarta,Housekeeping,Auxiliar de limpeza,T1,1,1,manual
2025-07-02,Quarta,Housekeeping,Empregada de andares,T2,2,3,manual
2025-07-02,Quarta,Housekeeping,Supervisora,T2,1,1,manual
2025-07-02,Quarta,Housekeeping,Auxiliar de limpeza,T2,1,1,manual
2025-07-02,Quarta,Housekeeping,Empregada de andares,T3,1,1,histórico
2025-07-02,Quarta,Housekeeping,Supervisora,T3,1,1,histórico
2025-07-02,Quarta,Housekeeping,Auxiliar de limpeza,T3,1,1,histórico
2025-07-03,Quinta,Housekeeping,Empregada de andares,T1,5,5,histórico
2025-07-03,Quinta,Housekeeping,Supervisora,T1,2,2,histórico
2025-07-03,Quinta,Housekeeping,Auxiliar de limpeza,T1,1,1,histórico
2025-07-03,Quinta,Housekeeping,Empregada de andares,T2,3,4,manual
2025-07-03,Quinta,Housekeeping,Supervisora,T2,2,2,manual
2025-07-03,Quinta,Housekeeping,Auxiliar de limpeza,T2,1,1,manual
2025-07-03,Quinta,Housekeeping,Empregada de andares,T3,2,2,histórico
2025-07-03,Quinta,Housekeeping,Supervisora,T3,1,1,histórico
2025-07-03,Quinta,Housekeeping,Auxiliar de limpeza,T3,1,1,histórico
2025-07-04,Sexta,Housekeeping,Empregada de andares,T1,5,6,previsão
2025-07-04,Sexta,Housekeeping,Supervisora,T1,2,2,previsão
2025-07-04,Sexta,Housekeeping,Auxiliar de limpeza,T1,1,2,previsão
2025-07-04,Sexta,Housekeeping,Empregada de andares,T2,3,3,histórico
2025-07-04,Sexta,Housekeeping,Supervisora,T2,1,2,histórico
2025-07-04,Sexta,Housekeeping,Auxiliar de limpeza,T2,1,1,histórico
2025-07-04,Sexta,Housekeeping,Empregada de andares,T3,1,2,histórico
2025-07-04,Sexta,Housekeeping,Supervisora,T3,1,1,histórico
2025-07-04,Sexta,Housekeeping,Auxiliar de limpeza,T3,1,1,histórico
2025-07-05,Sábado,Housekeeping,Empregada de andares,T1,7,7,manual
2025-07-05,Sábado,Housekeeping,Supervisora,T1,3,3,manual
2025-07-05,Sábado,Housekeeping,Auxiliar de limpeza,T1,2,2,manual
2025-07-05,Sábado,Housekeeping,Empregada de andares,T2,3,3,histórico
2025-07-05,Sábado,Housekeeping,Supervisora,T2,1,2,histórico
2025-07-05,Sábado,Housekeeping,Auxiliar de limpeza,T2,1,1,histórico
2025-07-05,Sábado,Housekeeping,Empregada de andares,T3,1,2,previsão
2025-07-05,Sábado,Housekeeping,Supervisora,T3,1,1,previsão
2025-07-05,Sábado,Housekeeping,Auxiliar de limpeza,T3,1,1,previsão
2025-07-06,Domingo,Housekeeping,Empregada de andares,T1,7,7,previsão
2025-07-06,Domingo,Housekeeping,Supervisora,T1,3,3,previsão
2025-07-06,Domingo,Housekeeping,Auxiliar de limpeza,T1,2,2,previsão
2025-07-06,Domingo,Housekeeping,Empregada de andares,T2,3,4,histórico
2025-07-06,Domingo,Housekeeping,Supervisora,T2,2,2,histórico
2025-07-06,Domingo,Housekeeping,Auxiliar de limpeza,T2,1,1,histórico
2025-07-06,Domingo,Housekeeping,Empregada de andares,T3,1,1,histórico
2025-07-06,Domingo,Housekeeping,Supervisora,T3,1,1,histórico
2025-07-06,Domingo,Housekeeping,Auxiliar de limpeza,T3,1,1,histórico
2025-07-07,Segunda,Housekeeping,Empregada de andares,T1,5,6,histórico
2025-07-07,Segunda,Housekeeping,Supervisora,T1,2,2,histórico
2025-07-07,Segunda,Housekeeping,Auxiliar de limpeza,T1,1,2,histórico
2025-07-07,Segunda,Housekeeping,Empregada de andares,T2,3,3,histórico
2025-07-07,Segunda,Housekeeping,Supervisora,T2,1,2,histórico
2025-07-07,Segunda,Housekeeping,Auxiliar de limpeza,T2,1,1,histórico
2025-07-07,Segunda,Housekeeping,Empregada de andares,T3,1,2,histórico
2025-07-07,Segunda,Housekeeping,Supervisora,T3,1,1,histórico
2025-07-07,Segunda,Housekeeping,Auxiliar de limpeza,T3,1,1,histórico
2025-07-08,Terça,Housekeeping,Empregada de andares,T1,5,6,histórico
2025-07-08,Terça,Housekeeping,Supervisora,T1,2,2,histórico
2025-07-08,Terça,Housekeeping,Auxiliar de limpeza,T1,1,2,histórico
2025-07-08,Terça,Housekeeping,Empregada de andares,T2,3,4,histórico
2025-07-08,Terça,Housekeeping,Supervisora,T2,2,2,histórico
2025-07-08,Terça,Housekeeping,Auxiliar de limpeza,T2,1,1,histórico
2025-07-08,Terça,Housekeeping,Empregada de andares,T3,2,2,histórico
2025-07-08,Terça,Housekeeping,Supervisora,T3,1,1,histórico
2025-07-08,Terça,Housekeeping,Auxiliar de limpeza,T3,1,1,histórico
2025-07-09,Quarta,Housekeeping,Empregada de andares,T1,5,6,previsão
2025-07-09,Quarta,Housekeeping,Supervisora,T1,2,2,previsão
2025-07-09,Quarta,Housekeeping,Auxiliar de limpeza,T1,1,2,previsão
2025-07-09,Quarta,Housekeeping,Empregada de andares,T2,2,3,previsão
2025-07-09,Quarta,Housekeeping,Supervisora,T2,1,1,previsão
2025-07-09,Quarta,Housekeeping,Auxiliar de limpeza,T2,1,1,previsão
2025-07-09,Quarta,Housekeeping,Empregada de andares,T3,1,2,histórico
2025-07-09,Quarta,Housekeeping,Supervisora,T3,1,1,histórico
2025-07-09,Quarta,Housekeeping,Auxiliar de limpeza,T3,1,1,histórico
2025-07-10,Quinta,Housekeeping,Empregada de andares,T1,5,5,manual
2025-07-10,Quinta,Housekeeping,Supervisora,T1,2,2,manual
2025-07-10,Quinta,Housekeeping,Auxiliar de limpeza,T1,1,1,manual
2025-07-10,Quinta,Housekeeping,Empregada de andares,T2,2,3,histórico
2025-07-10,Quinta,Housekeeping,Supervisora,T2,1,1,histórico
2025-07-10,Quinta,Housekeeping,Auxiliar de limpeza,T2,1,1,histórico
2025-07-10,Quinta,Housekeeping,Empregada de andares,T3,1,2,manual
2025-07-10,Quinta,Housekeeping,Supervisora,T3,1,1,manual
2025-07-10,Quinta,Housekeeping,Auxiliar de limpeza,T3,1,1,manual
2025-07-11,Sexta,Housekeeping,Empregada de andares,T1,5,6,histórico
2025-07-11,Sexta,Housekeeping,Supervisora,T1,2,2,histórico
2025-07-11,Sexta,Housekeeping,Auxiliar de limpeza,T1,1,2,histórico
2025-07-11,Sexta,Housekeeping,Empregada de andares,T2,2,3,manual
2025-07-11,Sexta,Housekeeping,Supervisora,T2,1,1,manual
2025-07-11,Sexta,Housekeeping,Auxiliar de limpeza,T2,1,1,manual
2025-07-11,Sexta,Housekeeping,Empregada de andares,T3,2,2,previsão
2025-07-11,Sexta,Housekeeping,Supervisora,T3,1,1,previsão
2025-07-11,Sexta,Housekeeping,Auxiliar de limpeza,T3,1,1,previsão
2025-07-12,Sábado,Housekeeping,Empregada de andares,T1,6,7,histórico
2025-07-12,Sábado,Housekeeping,Supervisora,T1,2,3,histórico
2025-07-12,Sábado,Housekeeping,Auxiliar de limpeza,T1,2,2,histórico
2025-07-12,Sábado,Housekeeping,Empregada de andares,T2,2,3,histórico
2025-07-12,Sábado,Housekeeping,Supervisora,T2,1,1,histórico
2025-07-12,Sábado,Housekeeping,Auxiliar de limpeza,T2,1,1,histórico
2025-07-12,Sábado,Housekeeping,Empregada de andares,T3,2,2,previsão
2025-07-12,Sábado,Housekeeping,Supervisora,T3,1,1,previsão
2025-07-12,Sábado,Housekeeping,Auxiliar de limpeza,T3,1,1,previsão
2025-07-13,Domingo,Housekeeping,Empregada de andares,T1,7,7,histórico
2025-07-13,Domingo,Housekeeping,Supervisora,T1,3,3,histórico
2025-07-13,Domingo,Housekeeping,Auxiliar de limpeza,T1,2,2,histórico
2025-07-13,Domingo,Housekeeping,Empregada de andares,T2,2,3,previsão
2025-07-13,Domingo,Housekeeping,Supervisora,T2,1,1,previsão
2025-07-13,Domingo,Housekeeping,Auxiliar de limpeza,T2,1,1,previsão
2025-07-13,Domingo,Housekeeping,Empregada de andares,T3,2,2,manual
2025-07-13,Domingo,Housekeeping,Supervisora,T3,1,1,manual
2025-07-13,Domingo,Housekeeping,Auxiliar de limpeza,T3,1,1,manual
2025-07-14,Segunda,Housekeeping,Empregada de andares,T1,4,5,previsão
2025-07-14,Segunda,Housekeeping,Supervisora,T1,2,2,previsão
2025-07-14,Segunda,Housekeeping,Auxiliar de limpeza,T1,1,1,previsão
2025-07-14,Segunda,Housekeeping,Empregada de andares,T2,3,4,histórico
2025-07-14,Segunda,Housekeeping,Supervisora,T2,2,2,histórico
2025-07-14,Segunda,Housekeeping,Auxiliar de limpeza,T2,1,1,histórico
2025-07-14,Segunda,Housekeeping,Empregada de andares,T3,2,2,histórico
2025-07-14,Segunda,Housekeeping,Supervisora,T3,1,1,histórico
2025-07-14,Segunda,Housekeeping,Auxiliar de limpeza,T3,1,1,histórico
2025-07-15,Terça,Housekeeping,Empregada de andares,T1,5,5,previsão
2025-07-15,Terça,Housekeeping,Supervisora,T1,2,2,previsão
2025-07-15,Terça,Housekeeping,Auxiliar de limpeza,T1,1,1,previsão
2025-07-15,Terça,Housekeeping,Empregada de andares,T2,3,4,previsão
2025-07-15,Terça,Housekeeping,Supervisora,T2,2,2,previsão
2025-07-15,Terça,Housekeeping,Auxiliar de limpeza,T2,1,1,previsão
2025-07-15,Terça,Housekeeping,Empregada de andares,T3,1,2,previsão
2025-07-15,Terça,Housekeeping,Supervisora,T3,1,1,previsão
2025-07-15,Terça,Housekeeping,Auxiliar de limpeza,T3,1,1,previsão
2025-07-16,Quarta,Housekeeping,Empregada de andares,T1,5,6,histórico
2025-07-16,Quarta,Housekeeping,Supervisora,T1,2,2,histórico
2025-07-16,Quarta,Housekeeping,Auxiliar de limpeza,T1,1,2,histórico
2025-07-16,Quarta,Housekeeping,Empregada de andares,T2,3,3,histórico
2025-07-16,Quarta,Housekeeping,Supervisora,T2,1,2,histórico
2025-07-16,Quarta,Housekeeping,Auxiliar de limpeza,T2,1,1,histórico
2025-07-16,Quarta,Housekeeping,Empregada de andares,T3,1,2,manual
2025-07-16,Quarta,Housekeeping,Supervisora,T3,1,1,manual
2025-07-16,Quarta,Housekeeping,Auxiliar de limpeza,T3,1,1,manual
2025-07-17,Quinta,Housekeeping,Empregada de andares,T1,5,5,histórico
2025-07-17,Quinta,Housekeeping,Supervisora,T1,2,2,histórico
2025-07-17,Quinta,Housekeeping,Auxiliar de limpeza,T1,1,1,histórico
2025-07-17,Quinta,Housekeeping,Empregada de andares,T2,2,3,manual
2025-07-17,Quinta,Housekeeping,Supervisora,T2,1,1,manual
2025-07-17,Quinta,Housekeeping,Auxiliar de limpeza,T2,1,1,manual
2025-07-17,Quinta,Housekeeping,Empregada de andares,T3,1,2,histórico
2025-07-17,Quinta,Housekeeping,Supervisora,T3,1,1,histórico
2025-07-17,Quinta,Housekeeping,Auxiliar de limpeza,T3,1,1,histórico
2025-07-18,Sexta,Housekeeping,Empregada de andares,T1,4,5,histórico
2025-07-18,Sexta,Housekeeping,Supervisora,T1,2,2,histórico
2025-07-18,Sexta,Housekeeping,Auxiliar de limpeza,T1,1,1,histórico
2025-07-18,Sexta,Housekeeping,Empregada de andares,T2,3,3,previsão
2025-07-18,Sexta,Housekeeping,Supervisora,T2,1,2,previsão
2025-07-18,Sexta,Housekeeping,Auxiliar de limpeza,T2,1,1,previsão
2025-07-18,Sexta,Housekeeping,Empregada de andares,T3,1,1,histórico
2025-07-18,Sexta,Housekeeping,Supervisora,T3,1,1,histórico
2025-07-18,Sexta,Housekeeping,Auxiliar de limpeza,T3,1,1,histórico
2025-07-19,Sábado,Housekeeping,Empregada de andares,T1,6,7,previsão
2025-07-19,Sábado,Housekeeping,Supervisora,T1,2,3,previsão
2025-07-19,Sábado,Housekeeping,Auxiliar de limpeza,T1,2,2,previsão
2025-07-19,Sábado,Housekeeping,Empregada de andares,T2,3,3,histórico
2025-07-19,Sábado,Housekeeping,Supervisora,T2,1,2,histórico
2025-07-19,Sábado,Housekeeping,Auxiliar de limpeza,T2,1,1,histórico
2025-07-19,Sábado,Housekeeping,Empregada de andares,T3,1,1,histórico
2025-07-19,Sábado,Housekeeping,Supervisora,T3,1,1,histórico
2025-07-19,Sábado,Housekeeping,Auxiliar de limpeza,T3,1,1,histórico
2025-07-20,Domingo,Housekeeping,Empregada de andares,T1,7,7,histórico
2025-07-20,Domingo,Housekeeping,Supervisora,T1,3,3,histórico
2025-07-20,Domingo,Housekeeping,Auxiliar de limpeza,T1,2,2,histórico
2025-07-20,Domingo,Housekeeping,Empregada de andares,T2,2,3,histórico
2025-07-20,Domingo,Housekeeping,Supervisora,T2,1,1,histórico
2025-07-20,Domingo,Housekeeping,Auxiliar de limpeza,T2,1,1,histórico
2025-07-20,Domingo,Housekeeping,Empregada de andares,T3,2,2,manual
2025-07-20,Domingo,Housekeeping,Supervisora,T3,1,1,manual
2025-07-20,Domingo,Housekeeping,Auxiliar de limpeza,T3,1,1,manual
2025-07-21,Segunda,Housekeeping,Empregada de andares,T1,4,5,histórico
2025-07-21,Segunda,Housekeeping,Supervisora,T1,2,2,histórico
2025-07-21,Segunda,Housekeeping,Auxiliar de limpeza,T1,1,1,histórico
2025-07-21,Segunda,Housekeeping,Empregada de andares,T2,2,3,histórico
2025-07-21,Segunda,Housekeeping,Supervisora,T2,1,1,histórico
2025-07-21,Segunda,Housekeeping,Auxiliar de limpeza,T2,1,1,histórico
2025-07-21,Segunda,Housekeeping,Empregada de andares,T3,2,2,histórico
2025-07-21,Segunda,Housekeeping,Supervisora,T3,1,1,histórico
2025-07-21,Segunda,Housekeeping,Auxiliar de limpeza,T3,1,1,histórico
2025-07-22,Terça,Housekeeping,Empregada de andares,T1,5,5,histórico
2025-07-22,Terça,Housekeeping,Supervisora,T1,2,2,histórico
2025-07-22,Terça,Housekeeping,Auxiliar de limpeza,T1,1,1,histórico
2025-07-22,Terça,Housekeeping,Empregada de andares,T2,3,3,previsão
2025-07-22,Terça,Housekeeping,Supervisora,T2,1,2,previsão
2025-07-22,Terça,Housekeeping,Auxiliar de limpeza,T2,1,1,previsão
2025-07-22,Terça,Housekeeping,Empregada de andares,T3,1,2,manual
2025-07-22,Terça,Housekeeping,Supervisora,T3,1,1,manual
2025-07-22,Terça,Housekeeping,Auxiliar de limpeza,T3,1,1,manual
2025-07-23,Quarta,Housekeeping,Empregada de andares,T1,5,5,previsão
2025-07-23,Quarta,Housekeeping,Supervisora,T1,2,2,previsão
2025-07-23,Quarta,Housekeeping,Auxiliar de limpeza,T1,1,1,previsão
2025-07-23,Quarta,Housekeeping,Empregada de andares,T2,3,4,histórico
2025-07-23,Quarta,Housekeeping,Supervisora,T2,2,2,histórico
2025-07-23,Quarta,Housekeeping,Auxiliar de limpeza,T2,1,1,histórico
2025-07-23,Quarta,Housekeeping,Empregada de andares,T3,2,2,histórico
2025-07-23,Quarta,Housekeeping,Supervisora,T3,1,1,histórico
2025-07-23,Quarta,Housekeeping,Auxiliar de limpeza,T3,1,1,histórico
2025-07-24,Quinta,Housekeeping,Empregada de andares,T1,4,5,histórico
2025-07-24,Quinta,Housekeeping,Supervisora,T1,2,2,histórico
2025-07-24,Quinta,Housekeeping,Auxiliar de limpeza,T1,1,1,histórico
2025-07-24,Quinta,Housekeeping,Empregada de andares,T2,2,3,previsão
2025-07-24,Quinta,Housekeeping,Supervisora,T2,1,1,previsão
2025-07-24,Quinta,Housekeeping,Auxiliar de limpeza,T2,1,1,previsão
2025-07-24,Quinta,Housekeeping,Empregada de andares,T3,2,2,histórico
2025-07-24,Quinta,Housekeeping,Supervisora,T3,1,1,histórico
2025-07-24,Quinta,Housekeeping,Auxiliar de limpeza,T3,1,1,histórico
2025-07-25,Sexta,Housekeeping,Empregada de andares,T1,4,5,histórico
2025-07-25,Sexta,Housekeeping,Supervisora,T1,2,2,histórico
2025-07-25,Sexta,Housekeeping,Auxiliar de limpeza,T1,1,1,histórico
2025-07-25,Sexta,Housekeeping,Empregada de andares,T2,3,3,histórico
2025-07-25,Sexta,Housekeeping,Supervisora,T2,1,2,histórico
2025-07-25,Sexta,Housekeeping,Auxiliar de limpeza,T2,1,1,histórico
2025-07-25,Sexta,Housekeeping,Empregada de andares,T3,1,1,previsão
2025-07-25,Sexta,Housekeeping,Supervisora,T3,1,1,previsão
2025-07-25,Sexta,Housekeeping,Auxiliar de limpeza,T3,1,1,previsão
2025-07-26,Sábado,Housekeeping,Empregada de andares,T1,5,6,manual
2025-07-26,Sábado,Housekeeping,Supervisora,T1,2,2,manual
2025-07-26,Sábado,Housekeeping,Auxiliar de limpeza,T1,1,2,manual
2025-07-26,Sábado,Housekeeping,Empregada de andares,T2,3,4,previsão
2025-07-26,Sábado,Housekeeping,Supervisora,T2,2,2,previsão
2025-07-26,Sábado,Housekeeping,Auxiliar de limpeza,T2,1,1,previsão
2025-07-26,Sábado,Housekeeping,Empregada de andares,T3,2,2,previsão
2025-07-26,Sábado,Housekeeping,Supervisora,T3,1,1,previsão
2025-07-26,Sábado,Housekeeping,Auxiliar de limpeza,T3,1,1,previsão
2025-07-27,Domingo,Housekeeping,Empregada de andares,T1,6,7,histórico
2025-07-27,Domingo,Housekeeping,Supervisora,T1,2,3,histórico
2025-07-27,Domingo,Housekeeping,Auxiliar de limpeza,T1,2,2,histórico
2025-07-27,Domingo,Housekeeping,Empregada de andares,T2,3,4,histórico
2025-07-27,Domingo,Housekeeping,Supervisora,T2,2,2,histórico
2025-07-27,Domingo,Housekeeping,Auxiliar de limpeza,T2,1,1,histórico
2025-07-27,Domingo,Housekeeping,Empregada de andares,T3,1,1,previsão
2025-07-27,Domingo,Housekeeping,Supervisora,T3,1,1,previsão
2025-07-27,Domingo,Housekeeping,Auxiliar de limpeza,T3,1,1,previsão
2025-07-28,Segunda,Housekeeping,Empregada de andares,T1,5,5,previsão
2025-07-28,Segunda,Housekeeping,Supervisora,T1,2,2,previsão
2025-07-28,Segunda,Housekeeping,Auxiliar de limpeza,T1,1,1,previsão
2025-07-28,Segunda,Housekeeping,Empregada de andares,T2,3,4,previsão
2025-07-28,Segunda,Housekeeping,Supervisora,T2,2,2,previsão
2025-07-28,Segunda,Housekeeping,Auxiliar de limpeza,T2,1,1,previsão
2025-07-28,Segunda,Housekeeping,Empregada de andares,T3,2,2,manual
2025-07-28,Segunda,Housekeeping,Supervisora,T3,1,1,manual
2025-07-28,Segunda,Housekeeping,Auxiliar de limpeza,T3,1,1,manual
2025-07-29,Terça,Housekeeping,Empregada de andares,T1,5,6,histórico
2025-07-29,Terça,Housekeeping,Supervisora,T1,2,2,histórico
2025-07-29,Terça,Housekeeping,Auxiliar de limpeza,T1,1,2,histórico
2025-07-29,Terça,Housekeeping,Empregada de andares,T2,3,4,histórico
2025-07-29,Terça,Housekeeping,Supervisora,T2,2,2,histórico
2025-07-29,Terça,Housekeeping,Auxiliar de limpeza,T2,1,1,histórico
2025-07-29,Terça,Housekeeping,Empregada de andares,T3,1,2,histórico
2025-07-29,Terça,Housekeeping,Supervisora,T3,1,1,histórico
2025-07-29,Terça,Housekeeping,Auxiliar de limpeza,T3,1,1,histórico
2025-07-30,Quarta,Housekeeping,Empregada de andares,T1,5,6,histórico
2025-07-30,Quarta,Housekeeping,Supervisora,T1,2,2,histórico
2025-07-30,Quarta,Housekeeping,Auxiliar de limpeza,T1,1,2,histórico
2025-07-30,Quarta,Housekeeping,Empregada de andares,T2,3,4,previsão
2025-07-30,Quarta,Housekeeping,Supervisora,T2,2,2,previsão
2025-07-30,Quarta,Housekeeping,Auxiliar de limpeza,T2,1,1,previsão
2025-07-30,Quarta,Housekeeping,Empregada de andares,T3,2,2,previsão
2025-07-30,Quarta,Housekeeping,Supervisora,T3,1,1,previsão
2025-07-30,Quarta,Housekeeping,Auxiliar de limpeza,T3,1,1,previsão
2025-07-31,Quinta,Housekeeping,Empregada de andares,T1,5,5,manual
2025-07-31,Quinta,Housekeeping,Supervisora,T1,2,2,manual
2025-07-31,Quinta,Housekeeping,Auxiliar de limpeza,T1,1,1,manual
2025-07-31,Quinta,Housekeeping,Empregada de andares,T2,3,3,histórico
2025-07-31,Quinta,Housekeeping,Supervisora,T2,1,2,histórico
2025-07-31,Quinta,Housekeeping,Auxiliar de limpeza,T2,1,1,histórico
2025-07-31,Quinta,Housekeeping,Empregada de andares,T3,1,2,histórico
2025-07-31,Quinta,Housekeeping,Supervisora,T3,1,1,histórico
2025-07-31,Quinta,Housekeeping,Auxiliar de limpeza,T3,1,1,histórico
2025-08-01,Sexta,Housekeeping,Empregada de andares,T1,5,5,histórico
2025-08-01,Sexta,Housekeeping,Supervisora,T1,2,2,histórico
2025-08-01,Sexta,Housekeeping,Auxiliar de limpeza,T1,1,1,histórico
2025-08-01,Sexta,Housekeeping,Empregada de andares,T2,3,3,histórico
2025-08-01,Sexta,Housekeeping,Supervisora,T2,1,2,histórico
2025-08-01,Sexta,Housekeeping,Auxiliar de limpeza,T2,1,1,histórico
2025-08-01,Sexta,Housekeeping,Empregada de andares,T3,1,1,manual
2025-08-01,Sexta,Housekeeping,Supervisora,T3,1,1,manual
2025-08-01,Sexta,Housekeeping,Auxiliar de limpeza,T3,1,1,manual
2025-08-02,Sábado,Housekeeping,Empregada de andares,T1,6,7,manual
2025-08-02,Sábado,Housekeeping,Supervisora,T1,2,3,manual
2025-08-02,Sábado,Housekeeping,Auxiliar de limpeza,T1,2,2,manual
2025-08-02,Sábado,Housekeeping,Empregada de andares,T2,2,3,histórico
2025-08-02,Sábado,Housekeeping,Supervisora,T2,1,1,histórico
2025-08-02,Sábado,Housekeeping,Auxiliar de limpeza,T2,1,1,histórico
2025-08-02,Sábado,Housekeeping,Empregada de andares,T3,2,2,histórico
2025-08-02,Sábado,Housekeeping,Supervisora,T3,1,1,histórico
2025-08-02,Sábado,Housekeeping,Auxiliar de limpeza,T3,1,1,histórico
2025-08-03,Domingo,Housekeeping,Empregada de andares,T1,7,7,histórico
2025-08-03,Domingo,Housekeeping,Supervisora,T1,3,3,histórico
2025-08-03,Domingo,Housekeeping,Auxiliar de limpeza,T1,2,2,histórico
2025-08-03,Domingo,Housekeeping,Empregada de andares,T2,3,4,histórico
2025-08-03,Domingo,Housekeeping,Supervisora,T2,2,2,histórico
2025-08-03,Domingo,Housekeeping,Auxiliar de limpeza,T2,1,1,histórico
2025-08-03,Domingo,Housekeeping,Empregada de andares,T3,1,2,histórico
2025-08-03,Domingo,Housekeeping,Supervisora,T3,1,1,histórico
2025-08-03,Domingo,Housekeeping,Auxiliar de limpeza,T3,1,1,histórico
2025-08-04,Segunda,Housekeeping,Empregada de andares,T1,5,6,histórico
2025-08-04,Segunda,Housekeeping,Supervisora,T1,2,2,histórico
2025-08-04,Segunda,Housekeeping,Auxiliar de limpeza,T1,1,2,histórico
2025-08-04,Segunda,Housekeeping,Empregada de andares,T2,3,3,histórico
2025-08-04,Segunda,Housekeeping,Supervisora,T2,1,2,histórico
2025-08-04,Segunda,Housekeeping,Auxiliar de limpeza,T2,1,1,histórico
2025-08-04,Segunda,Housekeeping,Empregada de andares,T3,2,2,previsão
2025-08-04,Segunda,Housekeeping,Supervisora,T3,1,1,previsão
2025-08-04,Segunda,Housekeeping,Auxiliar de limpeza,T3,1,1,previsão
2025-08-05,Terça,Housekeeping,Empregada de andares,T1,4,5,histórico
2025-08-05,Terça,Housekeeping,Supervisora,T1,2,2,histórico
2025-08-05,Terça,Housekeeping,Auxiliar de limpeza,T1,1,1,histórico
2025-08-05,Terça,Housekeeping,Empregada de andares,T2,3,3,histórico
2025-08-05,Terça,Housekeeping,Supervisora,T2,1,2,histórico
2025-08-05,Terça,Housekeeping,Auxiliar de limpeza,T2,1,1,histórico
2025-08-05,Terça,Housekeeping,Empregada de andares,T3,1,1,histórico
2025-08-05,Terça,Housekeeping,Supervisora,T3,1,1,histórico
2025-08-05,Terça,Housekeeping,Auxiliar de limpeza,T3,1,1,histórico
2025-08-06,Quarta,Housekeeping,Empregada de andares,T1,4,5,manual
2025-08-06,Quarta,Housekeeping,Supervisora,T1,2,2,manual
2025-08-06,Quarta,Housekeeping,Auxiliar de limpeza,T1,1,1,manual
2025-08-06,Quarta,Housekeeping,Empregada de andares,T2,3,4,histórico
2025-08-06,Quarta,Housekeeping,Supervisora,T2,2,2,histórico
2025-08-06,Quarta,Housekeeping,Auxiliar de limpeza,T2,1,1,histórico
2025-08-06,Quarta,Housekeeping,Empregada de andares,T3,1,2,histórico
2025-08-06,Quarta,Housekeeping,Supervisora,T3,1,1,histórico
2025-08-06,Quarta,Housekeeping,Auxiliar de limpeza,T3,1,1,histórico
2025-08-07,Quinta,Housekeeping,Empregada de andares,T1,5,6,previsão
2025-08-07,Quinta,Housekeeping,Supervisora,T1,2,2,previsão
2025-08-07,Quinta,Housekeeping,Auxiliar de limpeza,T1,1,2,previsão
2025-08-07,Quinta,Housekeeping,Empregada de andares,T2,3,3,histórico
2025-08-07,Quinta,Housekeeping,Supervisora,T2,1,2,histórico
2025-08-07,Quinta,Housekeeping,Auxiliar de limpeza,T2,1,1,histórico
2025-08-07,Quinta,Housekeeping,Empregada de andares,T3,1,2,histórico
2025-08-07,Quinta,Housekeeping,Supervisora,T3,1,1,histórico
2025-08-07,Quinta,Housekeeping,Auxiliar de limpeza,T3,1,1,histórico
2025-08-08,Sexta,Housekeeping,Empregada de andares,T1,5,5,histórico
2025-08-08,Sexta,Housekeeping,Supervisora,T1,2,2,histórico
2025-08-08,Sexta,Housekeeping,Auxiliar de limpeza,T1,1,1,histórico
2025-08-08,Sexta,Housekeeping,Empregada de andares,T2,2,3,histórico
2025-08-08,Sexta,Housekeeping,Supervisora,T2,1,1,histórico
2025-08-08,Sexta,Housekeeping,Auxiliar de limpeza,T2,1,1,histórico
