atividade_tipologia_id,data,tipologia_id,unidade_hotel,departamento,quartos_ocupados,quartos_checkout,quartos_stayover,carga_limpeza_min
AT0712,2025-05-23,TQ02,Unidade 1,Housekeeping,29,11,18,745
AT0713,2025-05-23,TQ03,Unidade 1,Housekeeping,15,6,9,426
AT0714,2025-05-23,TQ04,Unidade 1,Housekeeping,2,1,1,90
AT0715,2025-05-23,TQ05,Unidade 1,Housekeeping,5,3,2,340
AT0716,2025-05-24,TQ01,Unidade 1,Housekeeping,23,5,18,395
AT0717,2025-05-24,TQ02,Unidade 1,Housekeeping,28,7,21,665
AT0718,2025-05-24,TQ03,Unidade 1,Housekeeping,23,5,18,586
AT0719,2025-05-24,TQ04,Unidade 1,Housekeeping,10,3,7,410
AT0720,2025-05-24,TQ05,Unidade 1,Housekeeping,1,0,1,50
AT0721,2025-05-25,TQ01,Unidade 1,Housekeeping,24,6,18,420
AT0722,2025-05-25,TQ02,Unidade 1,Housekeeping,36,10,26,870
AT0723,2025-05-25,TQ03,Unidade 1,Housekeeping,12,3,9,312
AT0724,2025-05-25,TQ04,Unidade 1,Housekeeping,10,3,7,410
AT0725,2025-05-25,TQ05,Unidade 1,Housekeeping,3,1,2,180
AT0726,2025-05-26,TQ01,Unidade 1,Housekeeping,26,6,20,450
AT0727,2025-05-26,TQ02,Unidade 1,Housekeeping,24,5,19,555
AT0728,2025-05-26,TQ03,Unidade 1,Housekeeping,24,6,18,624
AT0729,2025-05-26,TQ04,Unidade 1,Housekeeping,0,0,0,0
AT0730,2025-05-26,TQ05,Unidade 1,Housekeeping,1,0,1,50
AT0731,2025-05-27,TQ01,Unidade 1,Housekeeping,12,3,9,210
AT0732,2025-05-27,TQ02,Unidade 1,Housekeeping,22,5,17,515
AT0733,2025-05-27,TQ03,Unidade 1,Housekeeping,17,4,13,438
AT0734,2025-05-27,TQ04,Unidade 1,Housekeeping,10,3,7,410
AT0735,2025-05-27,TQ05,Unidade 1,Housekeeping,5,1,4,280
AT0736,2025-05-28,TQ01,Unidade 1,Housekeeping,15,5,10,275
AT0737,2025-05-28,TQ02,Unidade 1,Housekeeping,25,9,16,635
AT0738,2025-05-28,TQ03,Unidade 1,Housekeeping,20,7,13,552
AT0739,2025-05-28,TQ04,Unidade 1,Housekeeping,1,0,1,35
AT0740,2025-05-28,TQ05,Unidade 1,Housekeeping,5,2,3,310
AT0741,2025-05-29,TQ01,Unidade 1,Housekeeping,16,6,10,300
AT0742,2025-05-29,TQ02,Unidade 1,Housekeeping,45,16,29,1140
AT0743,2025-05-29,TQ03,Unidade 1,Housekeeping,5,2,3,142
AT0744,2025-05-29,TQ04,Unidade 1,Housekeeping,7,2,5,285
AT0745,2025-05-29,TQ05,Unidade 1,Housekeeping,1,0,1,50
AT0746,2025-05-30,TQ01,Unidade 1,Housekeeping,22,7,15,400
AT0747,2025-05-30,TQ02,Unidade 1,Housekeeping,34,12,22,860
AT0748,2025-05-30,TQ03,Unidade 1,Housekeeping,15,5,10,410
AT0749,2025-05-30,TQ04,Unidade 1,Housekeeping,7,3,4,305
AT0750,2025-05-30,TQ05,Unidade 1,Housekeeping,1,0,1,50
AT0751,2025-05-31,TQ01,Unidade 1,Housekeeping,22,5,17,380
AT0752,2025-05-31,TQ02,Unidade 1,Housekeeping,43,13,30,1055
AT0753,2025-05-31,TQ03,Unidade 1,Housekeeping,13,4,9,350
AT0754,2025-05-31,TQ04,Unidade 1,Housekeeping,2,0,2,70
AT0755,2025-05-31,TQ05,Unidade 1,Housekeeping,5,3,2,340
AT0756,2025-06-01,TQ01,Unidade 1,Housekeeping,30,6,24,510
AT0757,2025-06-01,TQ02,Unidade 1,Housekeeping,50,15,35,1225
AT0758,2025-06-01,TQ03,Unidade 1,Housekeeping,25,9,16,694
AT0759,2025-06-01,TQ04,Unidade 1,Housekeeping,4,1,3,160
AT0760,2025-06-01,TQ05,Unidade 1,Housekeeping,0,0,0,0
AT0761,2025-06-02,TQ01,Unidade 1,Housekeeping,25,4,21,415
AT0762,2025-06-02,TQ02,Unidade 1,Housekeeping,50,12,38,1180
AT0763,2025-06-02,TQ03,Unidade 1,Housekeeping,8,2,6,208
AT0764,2025-06-02,TQ04,Unidade 1,Housekeeping,7,2,5,285
AT0765,2025-06-02,TQ05,Unidade 1,Housekeeping,2,0,2,100
AT0766,2025-06-03,TQ01,Unidade 1,Housekeeping,30,7,23,520
AT0767,2025-06-03,TQ02,Unidade 1,Housekeeping,42,13,29,1035
AT0768,2025-06-03,TQ03,Unidade 1,Housekeeping,18,6,12,492
AT0769,2025-06-03,TQ04,Unidade 1,Housekeeping,2,1,1,90
AT0770,2025-06-03,TQ05,Unidade 1,Housekeeping,5,5,0,400
AT0771,2025-06-04,TQ01,Unidade 1,Housekeeping,19,3,16,315
AT0772,2025-06-04,TQ02,Unidade 1,Housekeeping,42,9,33,975
AT0773,2025-06-04,TQ03,Unidade 1,Housekeeping,23,5,18,586
AT0774,2025-06-04,TQ04,Unidade 1,Housekeeping,10,2,8,390
AT0775,2025-06-04,TQ05,Unidade 1,Housekeeping,3,1,2,180
AT0776,2025-06-05,TQ01,Unidade 1,Housekeeping,18,4,14,310
AT0777,2025-06-05,TQ02,Unidade 1,Housekeeping,35,13,22,895
AT0778,2025-06-05,TQ03,Unidade 1,Housekeeping,25,12,13,742
AT0779,2025-06-05,TQ04,Unidade 1,Housekeeping,9,3,6,375
AT0780,2025-06-05,TQ05,Unidade 1,Housekeeping,5,2,3,310
AT0781,2025-06-06,TQ01,Unidade 1,Housekeeping,29,4,25,475
AT0782,2025-06-06,TQ02,Unidade 1,Housekeeping,50,15,35,1225
AT0783,2025-06-06,TQ03,Unidade 1,Housekeeping,17,5,12,454
AT0784,2025-06-06,TQ04,Unidade 1,Housekeeping,10,5,5,450
AT0785,2025-06-06,TQ05,Unidade 1,Housekeeping,4,1,3,230
AT0786,2025-06-07,TQ01,Unidade 1,Housekeeping,30,12,18,570
AT0787,2025-06-07,TQ02,Unidade 1,Housekeeping,50,14,36,1210
AT0788,2025-06-07,TQ03,Unidade 1,Housekeeping,17,2,15,406
AT0789,2025-06-07,TQ04,Unidade 1,Housekeeping,8,2,6,320
AT0790,2025-06-07,TQ05,Unidade 1,Housekeeping,5,2,3,310
AT0791,2025-06-08,TQ01,Unidade 1,Housekeeping,18,2,16,290
AT0792,2025-06-08,TQ02,Unidade 1,Housekeeping,46,11,35,1085
AT0793,2025-06-08,TQ03,Unidade 1,Housekeeping,24,5,19,608
AT0794,2025-06-08,TQ04,Unidade 1,Housekeeping,10,4,6,430
AT0795,2025-06-08,TQ05,Unidade 1,Housekeeping,4,1,3,230
AT0796,2025-06-09,TQ01,Unidade 1,Housekeeping,23,6,17,405
AT0797,2025-06-09,TQ02,Unidade 1,Housekeeping,40,11,29,965
AT0798,2025-06-09,TQ03,Unidade 1,Housekeeping,23,6,17,602
AT0799,2025-06-09,TQ04,Unidade 1,Housekeeping,10,3,7,410
AT0800,2025-06-09,TQ05,Unidade 1,Housekeeping,3,1,2,180
AT0801,2025-06-10,TQ01,Unidade 1,Housekeeping,30,6,24,510
AT0802,2025-06-10,TQ02,Unidade 1,Housekeeping,40,9,31,935
AT0803,2025-06-10,TQ03,Unidade 1,Housekeeping,25,8,17,678
AT0804,2025-06-10,TQ04,Unidade 1,Housekeeping,7,2,5,285
AT0805,2025-06-10,TQ05,Unidade 1,Housekeeping,1,0,1,50
AT0806,2025-06-11,TQ01,Unidade 1,Housekeeping,30,13,17,580
AT0807,2025-06-11,TQ02,Unidade 1,Housekeeping,49,16,33,1220
AT0808,2025-06-11,TQ03,Unidade 1,Housekeeping,17,6,11,470
AT0809,2025-06-11,TQ04,Unidade 1,Housekeeping,0,0,0,0
AT0810,2025-06-11,TQ05,Unidade 1,Housekeeping,3,1,2,180
AT0811,2025-06-12,TQ01,Unidade 1,Housekeeping,30,6,24,510
AT0812,2025-06-12,TQ02,Unidade 1,Housekeeping,41,8,33,940
AT0813,2025-06-12,TQ03,Unidade 1,Housekeeping,25,7,18,662
AT0814,2025-06-12,TQ04,Unidade 1,Housekeeping,1,0,1,35
AT0815,2025-06-12,TQ05,Unidade 1,Housekeeping,5,3,2,340
AT0816,2025-06-13,TQ01,Unidade 1,Housekeeping,26,5,21,440
AT0817,2025-06-13,TQ02,Unidade 1,Housekeeping,48,10,38,1110
AT0818,2025-06-13,TQ03,Unidade 1,Housekeeping,19,4,15,482
AT0819,2025-06-13,TQ04,Unidade 1,Housekeeping,3,1,2,125
AT0820,2025-06-13,TQ05,Unidade 1,Housekeeping,2,0,2,100
AT0821,2025-06-14,TQ01,Unidade 1,Housekeeping,30,21,9,660
AT0822,2025-06-14,TQ02,Unidade 1,Housekeeping,50,10,40,1150
AT0823,2025-06-14,TQ03,Unidade 1,Housekeeping,17,2,15,406
AT0824,2025-06-14,TQ04,Unidade 1,Housekeeping,10,4,6,430
AT0825,2025-06-14,TQ05,Unidade 1,Housekeeping,5,3,2,340
AT0826,2025-06-15,TQ01,Unidade 1,Housekeeping,30,9,21,540
AT0827,2025-06-15,TQ02,Unidade 1,Housekeeping,50,6,44,1090
AT0828,2025-06-15,TQ03,Unidade 1,Housekeeping,15,3,12,378
AT0829,2025-06-15,TQ04,Unidade 1,Housekeeping,10,3,7,410
AT0830,2025-06-15,TQ05,Unidade 1,Housekeeping,5,2,3,310
AT0831,2025-06-16,TQ01,Unidade 1,Housekeeping,29,2,27,455
AT0832,2025-06-16,TQ02,Unidade 1,Housekeeping,34,8,26,800
AT0833,2025-06-16,TQ03,Unidade 1,Housekeeping,25,9,16,694
AT0834,2025-06-16,TQ04,Unidade 1,Housekeeping,10,3,7,410
AT0835,2025-06-16,TQ05,Unidade 1,Housekeeping,1,0,1,50
AT0836,2025-06-17,TQ01,Unidade 1,Housekeeping,30,4,26,490
AT0837,2025-06-17,TQ02,Unidade 1,Housekeeping,50,10,40,1150
AT0838,2025-06-17,TQ03,Unidade 1,Housekeeping,13,2,11,318
AT0839,2025-06-17,TQ04,Unidade 1,Housekeeping,10,5,5,450
AT0840,2025-06-17,TQ05,Unidade 1,Housekeeping,2,0,2,100
AT0841,2025-06-18,TQ01,Unidade 1,Housekeeping,18,2,16,290
AT0842,2025-06-18,TQ02,Unidade 1,Housekeeping,48,11,37,1125
AT0843,2025-06-18,TQ03,Unidade 1,Housekeeping,25,8,17,678
AT0844,2025-06-18,TQ04,Unidade 1,Housekeeping,3,1,2,125
AT0845,2025-06-18,TQ05,Unidade 1,Housekeeping,0,0,0,0
AT0846,2025-06-19,TQ01,Unidade 1,Housekeeping,30,9,21,540
AT0847,2025-06-19,TQ02,Unidade 1,Housekeeping,50,19,31,1285
AT0848,2025-06-19,TQ03,Unidade 1,Housekeeping,15,4,11,394
AT0849,2025-06-19,TQ04,Unidade 1,Housekeeping,6,2,4,250
AT0850,2025-06-19,TQ05,Unidade 1,Housekeeping,3,1,2,180
AT0851,2025-06-20,TQ01,Unidade 1,Housekeeping,30,10,20,550
AT0852,2025-06-20,TQ02,Unidade 1,Housekeeping,50,20,30,1300
AT0853,2025-06-20,TQ03,Unidade 1,Housekeeping,15,4,11,394
AT0854,2025-06-20,TQ04,Unidade 1,Housekeeping,1,1,0,55
AT0855,2025-06-20,TQ05,Unidade 1,Housekeeping,1,0,1,50
AT0856,2025-06-21,TQ01,Unidade 1,Housekeeping,30,13,17,580
AT0857,2025-06-21,TQ02,Unidade 1,Housekeeping,50,12,38,1180
AT0858,2025-06-21,TQ03,Unidade 1,Housekeeping,20,3,17,488
AT0859,2025-06-21,TQ04,Unidade 1,Housekeeping,3,1,2,125
AT0860,2025-06-21,TQ05,Unidade 1,Housekeeping,1,0,1,50
AT0861,2025-06-22,TQ01,Unidade 1,Housekeeping,30,7,23,520
AT0862,2025-06-22,TQ02,Unidade 1,Housekeeping,50,15,35,1225
AT0863,2025-06-22,TQ03,Unidade 1,Housekeeping,23,5,18,586
AT0864,2025-06-22,TQ04,Unidade 1,Housekeeping,3,1,2,125
AT0865,2025-06-22,TQ05,Unidade 1,Housekeeping,2,1,1,130
AT0866,2025-06-23,TQ01,Unidade 1,Housekeeping,28,10,18,520
AT0867,2025-06-23,TQ02,Unidade 1,Housekeeping,50,20,30,1300
AT0868,2025-06-23,TQ03,Unidade 1,Housekeeping,14,5,9,388
AT0869,2025-06-23,TQ04,Unidade 1,Housekeeping,2,1,1,90
AT0870,2025-06-23,TQ05,Unidade 1,Housekeeping,3,1,2,180
AT0871,2025-06-24,TQ01,Unidade 1,Housekeeping,24,4,20,400
AT0872,2025-06-24,TQ02,Unidade 1,Housekeeping,50,11,39,1165
AT0873,2025-06-24,TQ03,Unidade 1,Housekeeping,12,3,9,312
AT0874,2025-06-24,TQ04,Unidade 1,Housekeeping,6,1,5,230
AT0875,2025-06-24,TQ05,Unidade 1,Housekeeping,5,2,3,310
AT0876,2025-06-25,TQ01,Unidade 1,Housekeeping,30,8,22,530
AT0877,2025-06-25,TQ02,Unidade 1,Housekeeping,33,10,23,810
AT0878,2025-06-25,TQ03,Unidade 1,Housekeeping,25,8,17,678
AT0879,2025-06-25,TQ04,Unidade 1,Housekeeping,10,6,4,470
AT0880,2025-06-25,TQ05,Unidade 1,Housekeeping,1,0,1,50
AT0881,2025-06-26,TQ01,Unidade 1,Housekeeping,30,7,23,520
AT0882,2025-06-26,TQ02,Unidade 1,Housekeeping,35,4,31,760
AT0883,2025-06-26,TQ03,Unidade 1,Housekeeping,25,9,16,694
AT0884,2025-06-26,TQ04,Unidade 1,Housekeeping,6,1,5,230
AT0885,2025-06-26,TQ05,Unidade 1,Housekeeping,0,0,0,0
AT0886,2025-06-27,TQ01,Unidade 1,Housekeeping,30,10,20,550
AT0887,2025-06-27,TQ02,Unidade 1,Housekeeping,49,10,39,1130
AT0888,2025-06-27,TQ03,Unidade 1,Housekeeping,18,5,13,476
AT0889,2025-06-27,TQ04,Unidade 1,Housekeeping,10,4,6,430
AT0890,2025-06-27,TQ05,Unidade 1,Housekeeping,2,1,1,130
AT0891,2025-06-28,TQ01,Unidade 1,Housekeeping,28,9,19,510
AT0892,2025-06-28,TQ02,Unidade 1,Housekeeping,45,14,31,1110
AT0893,2025-06-28,TQ03,Unidade 1,Housekeeping,25,8,17,678
AT0894,2025-06-28,TQ04,Unidade 1,Housekeeping,3,1,2,125
AT0895,2025-06-28,TQ05,Unidade 1,Housekeeping,5,2,3,310
AT0896,2025-06-29,TQ01,Unidade 1,Housekeeping,30,7,23,520
AT0897,2025-06-29,TQ02,Unidade 1,Housekeeping,49,13,36,1175
AT0898,2025-06-29,TQ03,Unidade 1,Housekeeping,25,7,18,662
AT0899,2025-06-29,TQ04,Unidade 1,Housekeeping,10,4,6,430
AT0900,2025-06-29,TQ05,Unidade 1,Housekeeping,4,1,3,230
AT0901,2025-06-30,TQ01,Unidade 1,Housekeeping,29,4,25,475
AT0902,2025-06-30,TQ02,Unidade 1,Housekeeping,42,9,33,975
AT0903,2025-06-30,TQ03,Unidade 1,Housekeeping,19,4,15,482
AT0904,2025-06-30,TQ04,Unidade 1,Housekeeping,4,1,3,160
AT0905,2025-06-30,TQ05,Unidade 1,Housekeeping,5,4,1,370
AT0906,2025-07-01,TQ01,Unidade 1,Housekeeping,21,6,15,375
AT0907,2025-07-01,TQ02,Unidade 1,Housekeeping,42,13,29,1035
AT0908,2025-07-01,TQ03,Unidade 1,Housekeeping,20,6,14,536
AT0909,2025-07-01,TQ04,Unidade 1,Housekeeping,8,3,5,340
AT0910,2025-07-01,TQ05,Unidade 1,Housekeeping,1,0,1,50
AT0911,2025-07-02,TQ01,Unidade 1,Housekeeping,30,7,23,520
AT0912,2025-07-02,TQ02,Unidade 1,Housekeeping,32,7,25,745
AT0913,2025-07-02,TQ03,Unidade 1,Housekeeping,15,4,11,394
AT0914,2025-07-02,TQ04,Unidade 1,Housekeeping,10,2,8,390
AT0915,2025-07-02,TQ05,Unidade 1,Housekeeping,4,1,3,230
AT0916,2025-07-03,TQ01,Unidade 1,Housekeeping,16,3,13,270
AT0917,2025-07-03,TQ02,Unidade 1,Housekeeping,50,18,32,1270
AT0918,2025-07-03,TQ03,Unidade 1,Housekeeping,18,6,12,492
AT0919,2025-07-03,TQ04,Unidade 1,Housekeeping,10,5,5,450
AT0920,2025-07-03,TQ05,Unidade 1,Housekeeping,4,1,3,230
AT0921,2025-07-04,TQ01,Unidade 1,Housekeeping,19,4,15,325
AT0922,2025-07-04,TQ02,Unidade 1,Housekeeping,47,15,32,1165
AT0923,2025-07-04,TQ03,Unidade 1,Housekeeping,19,6,13,514
AT0924,2025-07-04,TQ04,Unidade 1,Housekeeping,10,5,5,450
AT0925,2025-07-04,TQ05,Unidade 1,Housekeeping,5,2,3,310
AT0926,2025-07-05,TQ01,Unidade 1,Housekeeping,29,4,25,475
AT0927,2025-07-05,TQ02,Unidade 1,Housekeeping,50,19,31,1285
AT0928,2025-07-05,TQ03,Unidade 1,Housekeeping,22,7,15,596
AT0929,2025-07-05,TQ04,Unidade 1,Housekeeping,10,3,7,410
AT0930,2025-07-05,TQ05,Unidade 1,Housekeeping,0,0,0,0
AT0931,2025-07-06,TQ01,Unidade 1,Housekeeping,26,5,21,440
AT0932,2025-07-06,TQ02,Unidade 1,Housekeeping,50,19,31,1285
AT0933,2025-07-06,TQ03,Unidade 1,Housekeeping,25,9,16,694
AT0934,2025-07-06,TQ04,Unidade 1,Housekeeping,4,1,3,160
AT0935,2025-07-06,TQ05,Unidade 1,Housekeeping,5,3,2,340
AT0936,2025-07-07,TQ01,Unidade 1,Housekeeping,26,4,22,430
AT0937,2025-07-07,TQ02,Unidade 1,Housekeeping,41,10,31,970
AT0938,2025-07-07,TQ03,Unidade 1,Housekeeping,15,3,12,378
AT0939,2025-07-07,TQ04,Unidade 1,Housekeeping,10,5,5,450
AT0940,2025-07-07,TQ05,Unidade 1,Housekeeping,4,1,3,230
AT0941,2025-07-08,TQ01,Unidade 1,Housekeeping,30,10,20,550
AT0942,2025-07-08,TQ02,Unidade 1,Housekeeping,37,10,27,890
AT0943,2025-07-08,TQ03,Unidade 1,Housekeeping,11,3,8,290
AT0944,2025-07-08,TQ04,Unidade 1,Housekeeping,10,5,5,450
AT0945,2025-07-08,TQ05,Unidade 1,Housekeeping,4,1,3,230
AT0946,2025-07-09,TQ01,Unidade 1,Housekeeping,30,12,18,570
AT0947,2025-07-09,TQ02,Unidade 1,Housekeeping,43,16,27,1100
AT0948,2025-07-09,TQ03,Unidade 1,Housekeeping,9,3,6,246
AT0949,2025-07-09,TQ04,Unidade 1,Housekeeping,6,2,4,250
AT0950,2025-07-09,TQ05,Unidade 1,Housekeeping,0,0,0,0
AT0951,2025-07-10,TQ01,Unidade 1,Housekeeping,30,7,23,520
AT0952,2025-07-10,TQ02,Unidade 1,Housekeeping,38,6,32,850
AT0953,2025-07-10,TQ03,Unidade 1,Housekeeping,12,3,9,312
AT0954,2025-07-10,TQ04,Unidade 1,Housekeeping,10,5,5,450
AT0955,2025-07-10,TQ05,Unidade 1,Housekeeping,3,1,2,180
AT0956,2025-07-11,TQ01,Unidade 1,Housekeeping,30,4,26,490
AT0957,2025-07-11,TQ02,Unidade 1,Housekeeping,47,9,38,1075
AT0958,2025-07-11,TQ03,Unidade 1,Housekeeping,25,8,17,678
AT0959,2025-07-11,TQ04,Unidade 1,Housekeeping,2,0,2,70
AT0960,2025-07-11,TQ05,Unidade 1,Housekeeping,1,0,1,50
AT0961,2025-07-12,TQ01,Unidade 1,Housekeeping,30,8,22,530
AT0962,2025-07-12,TQ02,Unidade 1,Housekeeping,50,12,38,1180
AT0963,2025-07-12,TQ03,Unidade 1,Housekeeping,15,4,11,394
AT0964,2025-07-12,TQ04,Unidade 1,Housekeeping,10,4,6,430
AT0965,2025-07-12,TQ05,Unidade 1,Housekeeping,4,1,3,230
AT0966,2025-07-13,TQ01,Unidade 1,Housekeeping,30,14,16,590
AT0967,2025-07-13,TQ02,Unidade 1,Housekeeping,32,8,24,760
AT0968,2025-07-13,TQ03,Unidade 1,Housekeeping,25,12,13,742
AT0969,2025-07-13,TQ04,Unidade 1,Housekeeping,10,4,6,430
AT0970,2025-07-13,TQ05,Unidade 1,Housekeeping,5,2,3,310
AT0971,2025-07-14,TQ01,Unidade 1,Housekeeping,30,13,17,580
AT0972,2025-07-14,TQ02,Unidade 1,Housekeeping,40,10,30,950
AT0973,2025-07-14,TQ03,Unidade 1,Housekeeping,18,6,12,492
AT0974,2025-07-14,TQ04,Unidade 1,Housekeeping,8,3,5,340
AT0975,2025-07-14,TQ05,Unidade 1,Housekeeping,1,0,1,50
AT0976,2025-07-15,TQ01,Unidade 1,Housekeeping,21,2,19,335
AT0977,2025-07-15,TQ02,Unidade 1,Housekeeping,50,10,40,1150
AT0978,2025-07-15,TQ03,Unidade 1,Housekeeping,25,7,18,662
AT0979,2025-07-15,TQ04,Unidade 1,Housekeeping,2,0,2,70
AT0980,2025-07-15,TQ05,Unidade 1,Housekeeping,0,0,0,0
AT0981,2025-07-16,TQ01,Unidade 1,Housekeeping,27,9,18,495
AT0982,2025-07-16,TQ02,Unidade 1,Housekeeping,44,15,29,1105
AT0983,2025-07-16,TQ03,Unidade 1,Housekeeping,13,4,9,350
AT0984,2025-07-16,TQ04,Unidade 1,Housekeeping,5,2,3,215
AT0985,2025-07-16,TQ05,Unidade 1,Housekeeping,2,1,1,130
AT0986,2025-07-17,TQ01,Unidade 1,Housekeeping,20,6,14,360
AT0987,2025-07-17,TQ02,Unidade 1,Housekeeping,43,15,28,1085
AT0988,2025-07-17,TQ03,Unidade 1,Housekeeping,25,10,15,710
AT0989,2025-07-17,TQ04,Unidade 1,Housekeeping,8,3,5,340
AT0990,2025-07-17,TQ05,Unidade 1,Housekeeping,1,0,1,50
AT0991,2025-07-18,TQ01,Unidade 1,Housekeeping,30,13,17,580
AT0992,2025-07-18,TQ02,Unidade 1,Housekeeping,36,13,23,915
AT0993,2025-07-18,TQ03,Unidade 1,Housekeeping,25,10,15,710
AT0994,2025-07-18,TQ04,Unidade 1,Housekeeping,6,2,4,250
AT0995,2025-07-18,TQ05,Unidade 1,Housekeeping,5,2,3,310
AT0996,2025-07-19,TQ01,Unidade 1,Housekeeping,30,12,18,570
AT0997,2025-07-19,TQ02,Unidade 1,Housekeeping,39,14,25,990
AT0998,2025-07-19,TQ03,Unidade 1,Housekeeping,23,8,15,634
AT0999,2025-07-19,TQ04,Unidade 1,Housekeeping,10,4,6,430
AT1000,2025-07-19,TQ05,Unidade 1,Housekeeping,0,0,0,0
AT1001,2025-07-20,TQ01,Unidade 1,Housekeeping,30,6,24,510
AT1002,2025-07-20,TQ02,Unidade 1,Housekeeping,50,17,33,1255
AT1003,2025-07-20,TQ03,Unidade 1,Housekeeping,25,9,16,694
AT1004,2025-07-20,TQ04,Unidade 1,Housekeeping,2,0,2,70
AT1005,2025-07-20,TQ05,Unidade 1,Housekeeping,2,1,1,130
AT1006,2025-07-21,TQ01,Unidade 1,Housekeeping,30,14,16,590
AT1007,2025-07-21,TQ02,Unidade 1,Housekeeping,44,5,39,955
AT1008,2025-07-21,TQ03,Unidade 1,Housekeeping,17,4,13,438
AT1009,2025-07-21,TQ04,Unidade 1,Housekeeping,2,1,1,90
AT1010,2025-07-21,TQ05,Unidade 1,Housekeeping,5,2,3,310
AT1011,2025-07-22,TQ01,Unidade 1,Housekeeping,27,5,22,455
AT1012,2025-07-22,TQ02,Unidade 1,Housekeeping,43,8,35,980
AT1013,2025-07-22,TQ03,Unidade 1,Housekeeping,19,4,15,482
AT1014,2025-07-22,TQ04,Unidade 1,Housekeeping,8,2,6,320
AT1015,2025-07-22,TQ05,Unidade 1,Housekeeping,3,1,2,180
AT1016,2025-07-23,TQ01,Unidade 1,Housekeeping,27,6,21,465
AT1017,2025-07-23,TQ02,Unidade 1,Housekeeping,42,9,33,975
AT1018,2025-07-23,TQ03,Unidade 1,Housekeeping,20,5,15,520
AT1019,2025-07-23,TQ04,Unidade 1,Housekeeping,10,2,8,390
AT1020,2025-07-23,TQ05,Unidade 1,Housekeeping,1,0,1,50
AT1021,2025-07-24,TQ01,Unidade 1,Housekeeping,15,3,12,255
AT1022,2025-07-24,TQ02,Unidade 1,Housekeeping,50,11,39,1165
AT1023,2025-07-24,TQ03,Unidade 1,Housekeeping,21,5,16,542
AT1024,2025-07-24,TQ04,Unidade 1,Housekeeping,2,0,2,70
AT1025,2025-07-24,TQ05,Unidade 1,Housekeeping,0,0,0,0
AT1026,2025-07-25,TQ01,Unidade 1,Housekeeping,30,9,21,540
AT1027,2025-07-25,TQ02,Unidade 1,Housekeeping,49,11,38,1145
AT1028,2025-07-25,TQ03,Unidade 1,Housekeeping,15,4,11,394
AT1029,2025-07-25,TQ04,Unidade 1,Housekeeping,3,0,3,105
AT1030,2025-07-25,TQ05,Unidade 1,Housekeeping,0,0,0,0
AT1031,2025-07-26,TQ01,Unidade 1,Housekeeping,30,9,21,540
AT1032,2025-07-26,TQ02,Unidade 1,Housekeeping,50,14,36,1210
AT1033,2025-07-26,TQ03,Unidade 1,Housekeeping,23,5,18,586
AT1034,2025-07-26,TQ04,Unidade 1,Housekeeping,2,1,1,90
AT1035,2025-07-26,TQ05,Unidade 1,Housekeeping,5,5,0,400
AT1036,2025-07-27,TQ01,Unidade 1,Housekeeping,30,4,26,490
AT1037,2025-07-27,TQ02,Unidade 1,Housekeeping,50,20,30,1300
AT1038,2025-07-27,TQ03,Unidade 1,Housekeeping,19,5,14,498
AT1039,2025-07-27,TQ04,Unidade 1,Housekeeping,10,6,4,470
AT1040,2025-07-27,TQ05,Unidade 1,Housekeeping,1,0,1,50
AT1041,2025-07-28,TQ01,Unidade 1,Housekeeping,30,4,26,490
AT1042,2025-07-28,TQ02,Unidade 1,Housekeeping,28,7,21,665
AT1043,2025-07-28,TQ03,Unidade 1,Housekeeping,25,6,19,646
AT1044,2025-07-28,TQ04,Unidade 1,Housekeeping,10,3,7,410
AT1045,2025-07-28,TQ05,Unidade 1,Housekeeping,5,5,0,400
AT1046,2025-07-29,TQ01,Unidade 1,Housekeeping,30,4,26,490
AT1047,2025-07-29,TQ02,Unidade 1,Housekeeping,45,10,35,1050
AT1048,2025-07-29,TQ03,Unidade 1,Housekeeping,25,12,13,742
AT1049,2025-07-29,TQ04,Unidade 1,Housekeeping,9,2,7,355
AT1050,2025-07-29,TQ05,Unidade 1,Housekeeping,5,2,3,310
AT1051,2025-07-30,TQ01,Unidade 1,Housekeeping,28,8,20,500
AT1052,2025-07-30,TQ02,Unidade 1,Housekeeping,48,14,34,1170
AT1053,2025-07-30,TQ03,Unidade 1,Housekeeping,19,5,14,498
AT1054,2025-07-30,TQ04,Unidade 1,Housekeeping,3,1,2,125
AT1055,2025-07-30,TQ05,Unidade 1,Housekeeping,0,0,0,0
AT1056,2025-07-31,TQ01,Unidade 1,Housekeeping,25,4,21,415
AT1057,2025-07-31,TQ02,Unidade 1,Housekeeping,49,10,39,1130
AT1058,2025-07-31,TQ03,Unidade 1,Housekeeping,14,3,11,356
AT1059,2025-07-31,TQ04,Unidade 1,Housekeeping,10,3,7,410
AT1060,2025-07-31,TQ05,Unidade 1,Housekeeping,4,1,3,230
AT1061,2025-08-01,TQ01,Unidade 1,Housekeeping,24,4,20,400
AT1062,2025-08-01,TQ02,Unidade 1,Housekeeping,50,10,40,1150
AT1063,2025-08-01,TQ03,Unidade 1,Housekeeping,24,5,19,608
AT1064,2025-08-01,TQ04,Unidade 1,Housekeeping,3,1,2,125
AT1065,2025-08-01,TQ05,Unidade 1,Housekeeping,5,1,4,280
AT1066,2025-08-02,TQ01,Unidade 1,Housekeeping,29,3,26,465
AT1067,2025-08-02,TQ02,Unidade 1,Housekeeping,50,12,38,1180
